EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;48;1;32513;0;452372;75504;69696;678194;324575;161732;33396;23;47208900;0;271263000;52;467084;53,2667;611
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;40;1;0;0;0;45448;34960;11666;3476;4084;874;1;0;0;0;52;13348;1,58333;978
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;545616;0;60305;0;27364;7578;2;0;0;0;144;15916;10,8667;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;27768;0;7127;0;5198;1068;2;0;0;0;52;13348;2,16667;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;96;2;0;0;0;333216;307584;85532;30040;23886;6408;2;0;0;0;104;26696;9,13333;2176
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;45032;0;11559;0;4332;866;1;0;0;0;52;13348;1,75;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;45;1;0;0;0;45032;38970;11559;3710;4950;866;1;0;0;0;52;13348;1,5;910
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;41;1;0;0;0;45448;35834;11666;3487;4332;874;1;0;0;0;52;13348;1,58333;915
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;23591;3382;4950;1145;1;0;0;3382330;0;20604;1,98333;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;136;0;0;1500;0;353376;333744;89619;29268;21164;4908;2;0;3681000;0;144;36520;7,16667;1727
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;1150;0;0;0;32928;0;10149;1859;1;0;2137850;0;0;17713;3,88333;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;3800;0;0;0;216477;0;42129;10505;5;0;7983800;0;0;103036;16,05;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;1195;14145;172945;0;0;2394800;365850;499642;121858;58;2510700;29718600;363357000;0;1139840;187,617;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;1150;0;0;0;48037;0;9282;2331;1;0;2680650;0;0;20608;3,5;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;436032;0;48193;0;12748;3028;1;0;0;0;144;15916;4,08333;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;65416;0;0;394733;62723;92090;19180;20;0;1371370;62733900;0;411612;33,9833;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;242;0;0;0;0;520128;437052;60733;40589;18317;3612;2;0;0;0;288;33629;5,8;4325
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;260159;0;0;420891;338438;105396;20320;20;0;0;338447000;0;414278;34,5833;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;83181;0;0;502432;114436;110905;24360;20;0;0;114446000;0;412516;40,7;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;1380;0;0;0;29922;0;5854;1452;1;0;2003760;0;0;20608;2,21667;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;46;1;0;2810;209377;75504;66792;643879;294440;152683;31944;22;0;2003760;288361000;52;443451;53,1167;743
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;30726;0;6559;1624;1;0;0;0;0;18920;2,51667;0
SKU;SKY AIRLINES S.A.;ESTRANGEIRA;2021;1;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1012;0;0;0;0;4535980;2243600;279560;201919;0;24387;11;0;0;0;2046;126100;38,781;0
SKU;SKY AIRLINES S.A.;ESTRANGEIRA;2021;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1987;0;0;0;0;11460200;5829860;743181;524678;0;61614;21;0;0;0;3906;253300;95,751;0
SKU;SKY AIRLINES S.A.;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1052;0;0;0;0;5834450;2749930;367267;247488;0;31368;12;0;0;0;2232;140500;49,967;0
SKU;SKY AIRLINES S.A.;ESTRANGEIRA;2021;1;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;917;0;0;0;0;4535980;2032990;279340;182963;0;24387;11;0;0;0;2046;126000;33,849;0
SKU;SKY AIRLINES S.A.;ESTRANGEIRA;2021;1;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1781;0;0;0;0;11460200;5225450;724990;470281;0;61614;21;0;0;0;3906;247100;82,867;0
SKU;SKY AIRLINES S.A.;ESTRANGEIRA;2021;1;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;990;0;0;0;0;5834450;2587860;369881;232903;0;31368;12;0;0;0;2232;141500;44,735;0
SLM;SURINAM AIRWAYS LTD;ESTRANGEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;105;1;2248;0;0;0;0;0;0;0;0;2;0;0;0;256;16000;3,5;0
SLM;SURINAM AIRWAYS LTD;ESTRANGEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SMJP;ZANDERIJ;;;SURINAME;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;27;0;1090;0;0;136320;28755;5325;3748;0;1065;1;1160850;0;0;128;5000;1,75;0
SLM;SURINAM AIRWAYS LTD;ESTRANGEIRA;2021;1;SMJP;ZANDERIJ;;;SURINAME;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;80;1;0;0;0;136320;85200;10650;7668;0;1065;1;0;0;0;128;10000;1,75;0
SLM;SURINAM AIRWAYS LTD;ESTRANGEIRA;2021;1;SMJP;ZANDERIJ;;;SURINAME;AMÉRICA DO SUL;SMJP;ZANDERIJ;;;SURINAME;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;109;0;0;0;0;0;0;0;0;0;0;2;0;0;0;256;23000;3,5;0
SOO;SOUTHERN AIR INC;ESTRANGEIRA;2021;1;KLAX;LOS ANGELES, CALIFORNIA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;672988;0;0;0;0;9840440;6675360;0;79352;8;6675370000;0;0;0;992080;94,884;0
SOO;SOUTHERN AIR INC;ESTRANGEIRA;2021;1;KLAX;LOS ANGELES, CALIFORNIA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
SOO;SOUTHERN AIR INC;ESTRANGEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;394008;0;0;0;0;3260960;2590210;0;26296;4;2590210000;0;0;0;496040;33,418;0
SOO;SOUTHERN AIR INC;ESTRANGEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
SOO;SOUTHERN AIR INC;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;605741;0;0;0;0;3889940;1583400;0;31368;12;1583410000;0;0;0;1488120;49,434;0
SUL;ASTA LINHAS AÉREAS LTDA ( EX - AMÉRICA DO SUL LINHAS AÉREAS LTDA.);BRASILEIRA;2021;1;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SDNM;NOVA MUTUM;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7;0;117;0;0;3672;1428;144;144;316;408;2;23868;0;0;18;712;1,96667;70
SUL;ASTA LINHAS AÉREAS LTDA ( EX - AMÉRICA DO SUL LINHAS AÉREAS LTDA.);BRASILEIRA;2021;1;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SILC;LUCAS DO RIO VERDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
SUL;ASTA LINHAS AÉREAS LTDA ( EX - AMÉRICA DO SUL LINHAS AÉREAS LTDA.);BRASILEIRA;2021;1;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SWJN;JUÍNA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;118;0;1622;0;0;78768;64546;6366;6366;6417;8752;16;887234;0;0;144;11652;36,7833;1180
SUL;ASTA LINHAS AÉREAS LTDA ( EX - AMÉRICA DO SUL LINHAS AÉREAS LTDA.);BRASILEIRA;2021;1;SDNM;NOVA MUTUM;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SILC;LUCAS DO RIO VERDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5;0;65;0;0;783;435;42;42;71;87;1;5655;0;0;9;490;0,433333;50
SUL;ASTA LINHAS AÉREAS LTDA ( EX - AMÉRICA DO SUL LINHAS AÉREAS LTDA.);BRASILEIRA;2021;1;SILC;LUCAS DO RIO VERDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;2619;0;1018;0;194;291;1;0;0;0;9;3501;1,08333;0
SUL;ASTA LINHAS AÉREAS LTDA ( EX - AMÉRICA DO SUL LINHAS AÉREAS LTDA.);BRASILEIRA;2021;1;SSOU;ARIPUANÃ;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SWJN;JUÍNA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;56;0;807;0;0;23040;8960;3188;886;1848;2560;16;129120;0;0;144;19960;11,1;560
SUL;ASTA LINHAS AÉREAS LTDA ( EX - AMÉRICA DO SUL LINHAS AÉREAS LTDA.);BRASILEIRA;2021;1;SWJN;JUÍNA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;63;0;923;0;0;83691;34461;14706;3428;6288;9299;17;504881;0;0;153;26899;34,3333;630
SUL;ASTA LINHAS AÉREAS LTDA ( EX - AMÉRICA DO SUL LINHAS AÉREAS LTDA.);BRASILEIRA;2021;1;SWJN;JUÍNA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SSOU;ARIPUANÃ;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;125;0;1696;0;0;24480;20000;1965;1965;2136;2720;17;271360;0;0;153;12321;12,6333;1250
SUL;ASTA LINHAS AÉREAS LTDA ( EX - AMÉRICA DO SUL LINHAS AÉREAS LTDA.);BRASILEIRA;2021;1;SWJN;JUÍNA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SWJN;JUÍNA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
SWR;SWISS INTERNATIONAL AIR LINES LTD.;ESTRANGEIRA;2021;1;LSZH;ZÜRICH/KLOTEN;;;SUÍÇA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;56339;0;0;9801180;0;1816100;639574;0;28827;3;639575000;0;0;1020;189000;35,717;0
SWR;SWISS INTERNATIONAL AIR LINES LTD.;ESTRANGEIRA;2021;1;LSZH;ZÜRICH/KLOTEN;;;SUÍÇA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2265;0;372777;0;0;58807100;21764400;10896600;5540800;0;172962;18;3582010000;0;0;6120;1134000;213,45;0
SWR;SWISS INTERNATIONAL AIR LINES LTD.;ESTRANGEIRA;2021;1;LSZH;ZÜRICH/KLOTEN;;;SUÍÇA;EUROPA;SPJC;CALLAO/LIMA, LIMA METROPOLITAN AREA;;;PERU;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;10221;0;0;;;;;;;;;;;;;;0
SWR;SWISS INTERNATIONAL AIR LINES LTD.;ESTRANGEIRA;2021;1;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;LSZH;ZÜRICH/KLOTEN;;;SUÍÇA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;46568;0;0;;;;;;;;;;;;;;0
SWR;SWISS INTERNATIONAL AIR LINES LTD.;ESTRANGEIRA;2021;1;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;12937;0;0;2341920;0;433944;102466;0;6888;4;102468000;0;0;1360;252000;10,484;0
SWR;SWISS INTERNATIONAL AIR LINES LTD.;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LSZH;ZÜRICH/KLOTEN;;;SUÍÇA;EUROPA;INTERNACIONAL;NÃO REGULAR;2265;0;66777;112;0;32670600;21764400;6053670;3897750;0;96090;10;1938960000;1076210;0;3400;630000;109,734;0
SWR;SWISS INTERNATIONAL AIR LINES LTD.;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LSZH;ZÜRICH/KLOTEN;;;SUÍÇA;EUROPA;INTERNACIONAL;REGULAR;5238;0;289667;0;159;62074100;50331900;11502000;7314810;0;182571;19;2783410000;0;1527830;6460;1197000;209,384;0
SWR;SWISS INTERNATIONAL AIR LINES LTD.;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SPJC;CALLAO/LIMA, LIMA METROPOLITAN AREA;;;PERU;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;2363000;0;437850;35517;0;6950;2;35518000;0;0;680;126000;9,1;0
SWR;SWISS INTERNATIONAL AIR LINES LTD.;ESTRANGEIRA;2021;1;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;LSZH;ZÜRICH/KLOTEN;;;SUÍÇA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;22655;0;0;;;;;;;;;;;;;;0
SWR;SWISS INTERNATIONAL AIR LINES LTD.;ESTRANGEIRA;2021;1;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;5631;0;0;2666280;0;494046;73939;0;7842;3;73939600;0;0;1020;189000;14,45;0
SWR;SWISS INTERNATIONAL AIR LINES LTD.;ESTRANGEIRA;2021;1;SPJC;CALLAO/LIMA, LIMA METROPOLITAN AREA;;;PERU;AMÉRICA DO SUL;LSZH;ZÜRICH/KLOTEN;;;SUÍÇA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;65786;0;0;;;;;;;;;;;;;;0
SWR;SWISS INTERNATIONAL AIR LINES LTD.;ESTRANGEIRA;2021;1;SPJC;CALLAO/LIMA, LIMA METROPOLITAN AREA;;;PERU;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;4702;0;0;2363000;0;437850;244945;0;6950;2;244946000;0;0;680;126000;8,983;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;3375;4;345414;178;0;72005500;33068200;11114500;6722380;2136150;176364;18;3384370000;1744040;0;7349;1134370;218,15;87559
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;KBOS;BOSTON, MASSACHUSETTS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;146;7;11447;0;0;5130290;1129750;747010;215394;177158;23214;3;88576900;0;0;663;96538;30,0667;5439
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1144;12;196985;0;246;39416000;8767620;6305020;2449130;976990;114960;15;1509690000;0;1885340;5143;822680;142,65;36533
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1911;14;706277;21793;16724;59297500;12562900;15768400;5728970;2768680;243238;37;4286200000;143031000;104704000;9020;2398610;303,517;60217
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;127914;1;4333;0;0;3706700;1141650;673308;58464;9;1108330000;240352;33324500;0;570614;73,6333;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;1628;0;0;0;0;432727;81697;73510;6185;1;81697700;0;0;0;69964;7,28333;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;LEMD;MADRID;;;ESPANHA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2832;32;134354;0;56439;41219800;23726500;6560440;3965730;1171560;100536;12;1125620000;0;472846000;4920;783056;126,517;70158
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1576;7;45465;196;0;21043600;12505600;3346810;1565960;747783;95220;12;360765000;1555260;0;2652;421779;128,483;33684
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;MMMX;MEXICO;;;MÉXICO;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1339;16;101665;471;0;21355000;9952790;2414030;1717760;724020;96629;13;755676000;3500940;0;2873;324773;130,233;29010
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2021;1;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3986;15;3975;0;2292;12787600;6863890;1333870;627853;329754;75768;44;6844950;0;3946820;7426;774617;115,917;59405
